Orthogroup	MFC_MF30_genes	MHP_168_genes
OG0000050	DR084_RS00965	MHP168_RS02450
OG0000051	DR084_RS01670	MHP168_RS04010
OG0000052	DR084_RS02375	MHP168_RS00070
OG0000053	DR084_RS03670	MHP168_RS01535
OG0000054	DR084_RS00940	MHP168_RS02475
OG0000055	DR084_RS03600, DR084_RS03710	MHP168_RS00110
OG0000056	DR084_RS02515	MHP168_RS03500
OG0000057	DR084_RS00500	MHP168_RS02935
OG0000062	DR084_RS02265	MHP168_RS03625
OG0000063	DR084_RS03590	MHP168_RS03620
OG0000064	DR084_RS02250	MHP168_RS03610
OG0000065	DR084_RS01815	MHP168_RS02125
OG0000066	DR084_RS01945	MHP168_RS01440
OG0000068	DR084_RS00455	MHP168_RS03810
OG0000069	DR084_RS00610	MHP168_RS02825
OG0000070	DR084_RS00920	MHP168_RS02480
OG0000071	DR084_RS01120, DR084_RS02230	MHP168_RS03250
OG0000072	DR084_RS03585	MHP168_RS03255
OG0000073	DR084_RS01245	MHP168_RS00950
OG0000074	DR084_RS03540	MHP168_RS00760
OG0000075	DR084_RS00175	MHP168_RS00315
OG0000076	DR084_RS00190	MHP168_RS00330
OG0000077	DR084_RS00275	MHP168_RS00420
OG0000078	DR084_RS00725	MHP168_RS01745
OG0000079	DR084_RS00835	MHP168_RS02565
OG0000080	DR084_RS03130	MHP168_RS03900
OG0000081	DR084_RS00170	MHP168_RS00310
OG0000082	DR084_RS00895	MHP168_RS03995, MHP168_RS04000
OG0000083	DR084_RS02845	MHP168_RS02095
OG0000084	DR084_RS02690	MHP168_RS02245
OG0000085	DR084_RS02695	MHP168_RS02240
OG0000086	DR084_RS03665	MHP168_RS02230
OG0000087	DR084_RS02720	MHP168_RS02215
OG0000088	DR084_RS02725	MHP168_RS02210
OG0000089	DR084_RS02735	MHP168_RS02195
OG0000090	DR084_RS02370	MHP168_RS00065
OG0000091	DR084_RS02355	MHP168_RS00055
OG0000092	DR084_RS02340	MHP168_RS00040
OG0000093	DR084_RS02335	MHP168_RS00035
OG0000094	DR084_RS02330	MHP168_RS00030
OG0000095	DR084_RS02305	MHP168_RS00005
OG0000096	DR084_RS02300	MHP168_RS03660
OG0000097	DR084_RS02280	MHP168_RS03640
OG0000098	DR084_RS02270	MHP168_RS03630
OG0000099	DR084_RS02520	MHP168_RS03510
OG0000100	DR084_RS02510	MHP168_RS03490
OG0000101	DR084_RS02505	MHP168_RS03485
OG0000102	DR084_RS02495	MHP168_RS01720
OG0000103	DR084_RS01780	MHP168_RS02160
OG0000104	DR084_RS01785	MHP168_RS02155
OG0000105	DR084_RS01800	MHP168_RS02140
OG0000106	DR084_RS01810	MHP168_RS02130
OG0000107	DR084_RS01820	MHP168_RS02120
OG0000108	DR084_RS01825	MHP168_RS02115
OG0000109	DR084_RS01830	MHP168_RS02110
OG0000110	DR084_RS01835	MHP168_RS02385
OG0000111	DR084_RS01840	MHP168_RS02380
OG0000112	DR084_RS01850	MHP168_RS02370
OG0000113	DR084_RS03550	MHP168_RS02350
OG0000114	DR084_RS01875	MHP168_RS02340
OG0000115	DR084_RS01885	MHP168_RS02325
OG0000116	DR084_RS01895	MHP168_RS01380
OG0000117	DR084_RS01900	MHP168_RS01385
OG0000118	DR084_RS01930	MHP168_RS01425
OG0000119	DR084_RS01935	MHP168_RS01430
OG0000120	DR084_RS01950	MHP168_RS01445
OG0000121	DR084_RS01975	MHP168_RS01470
OG0000122	DR084_RS01980	MHP168_RS01475
OG0000123	DR084_RS02000	MHP168_RS01495
OG0000124	DR084_RS02005	MHP168_RS01500
OG0000125	DR084_RS02010	MHP168_RS01505
OG0000126	DR084_RS02020	MHP168_RS01515
OG0000127	DR084_RS02030	MHP168_RS01525
OG0000128	DR084_RS02760	MHP168_RS01540
OG0000129	DR084_RS02765	MHP168_RS01545
OG0000130	DR084_RS02775	MHP168_RS01555
OG0000131	DR084_RS02805	MHP168_RS01585
OG0000132	DR084_RS03675	MHP168_RS01600
OG0000133	DR084_RS00350	MHP168_RS00510
OG0000134	DR084_RS03455	MHP168_RS00515
OG0000135	DR084_RS00370	MHP168_RS00530
OG0000136	DR084_RS00375	MHP168_RS00535
OG0000137	DR084_RS00405	MHP168_RS00570
OG0000138	DR084_RS00430	MHP168_RS01030
OG0000139	DR084_RS00460	MHP168_RS01000
OG0000140	DR084_RS00465	MHP168_RS00995
OG0000141	DR084_RS00490	MHP168_RS02945
OG0000142	DR084_RS03470	MHP168_RS02940
OG0000143	DR084_RS00520	MHP168_RS02915
OG0000144	DR084_RS00530	MHP168_RS02905
OG0000145	DR084_RS00540	MHP168_RS02895
OG0000146	DR084_RS00550	MHP168_RS02885
OG0000147	DR084_RS00555	MHP168_RS02880
OG0000148	DR084_RS00570	MHP168_RS02865
OG0000149	DR084_RS00580	MHP168_RS02855
OG0000150	DR084_RS00595	MHP168_RS02840
OG0000151	DR084_RS00645	MHP168_RS02790
OG0000152	DR084_RS00650	MHP168_RS02785
OG0000153	DR084_RS00655	MHP168_RS02780
OG0000154	DR084_RS00665	MHP168_RS02770
OG0000155	DR084_RS00685	MHP168_RS02730
OG0000156	DR084_RS00700	MHP168_RS02720
OG0000157	DR084_RS03475	MHP168_RS02715
OG0000158	DR084_RS03480	MHP168_RS04090
OG0000159	DR084_RS00950	MHP168_RS02465
OG0000160	DR084_RS00955	MHP168_RS02460
OG0000161	DR084_RS00960	MHP168_RS02455
OG0000162	DR084_RS02975, DR084_RS00970	MHP168_RS02445
OG0000163	DR084_RS00975	MHP168_RS02440
OG0000164	DR084_RS03490	MHP168_RS01810
OG0000165	DR084_RS01050	MHP168_RS02010
OG0000166	DR084_RS01070	MHP168_RS02035
OG0000167	DR084_RS01085	MHP168_RS02050
OG0000168	DR084_RS01090	MHP168_RS02055
OG0000169	DR084_RS02045	MHP168_RS03030
OG0000170	DR084_RS02060	MHP168_RS03045
OG0000171	DR084_RS02070	MHP168_RS03055
OG0000172	DR084_RS02075	MHP168_RS03060
OG0000173	DR084_RS02080	MHP168_RS03065
OG0000174	DR084_RS02085	MHP168_RS03070
OG0000175	DR084_RS02100	MHP168_RS03085
OG0000176	DR084_RS02140	MHP168_RS03135
OG0000177	DR084_RS02145	MHP168_RS03140
OG0000178	DR084_RS02150	MHP168_RS03145
OG0000179	DR084_RS02160	MHP168_RS03155
OG0000180	DR084_RS02165	MHP168_RS03160
OG0000181	DR084_RS03570	MHP168_RS03200
OG0000182	DR084_RS02190	MHP168_RS03210
OG0000183	DR084_RS02225	MHP168_RS03245
OG0000184	DR084_RS02865	MHP168_RS03285
OG0000185	DR084_RS02880	MHP168_RS03270
OG0000186	DR084_RS01135	MHP168_RS01610
OG0000187	DR084_RS01150	MHP168_RS01625
OG0000188	DR084_RS01160	MHP168_RS01635
OG0000189	DR084_RS03510	MHP168_RS02300
OG0000190	DR084_RS01175	MHP168_RS02295
OG0000191	DR084_RS01195	MHP168_RS02275
OG0000192	DR084_RS01205	MHP168_RS01290
OG0000193	DR084_RS01220	MHP168_RS01280
OG0000194	DR084_RS01230	MHP168_RS00965
OG0000195	DR084_RS01235	MHP168_RS00960
OG0000196	DR084_RS03515	MHP168_RS00940
OG0000197	DR084_RS01260	MHP168_RS00935
OG0000198	DR084_RS01275	MHP168_RS00920
OG0000199	DR084_RS01280	MHP168_RS00915
OG0000200	DR084_RS01295	MHP168_RS00905
OG0000201	DR084_RS01305	MHP168_RS00895
OG0000202	DR084_RS01360	MHP168_RS00840
OG0000203	DR084_RS01365	MHP168_RS00835
OG0000204	DR084_RS01370	MHP168_RS00830
OG0000205	DR084_RS01375	MHP168_RS00825
OG0000206	DR084_RS01395	MHP168_RS00805
OG0000207	DR084_RS01410	MHP168_RS00790
OG0000208	DR084_RS01415	MHP168_RS00785
OG0000209	DR084_RS01420	MHP168_RS00780
OG0000210	DR084_RS01465	MHP168_RS00730
OG0000211	DR084_RS01475	MHP168_RS00715
OG0000212	DR084_RS01485	MHP168_RS00705
OG0000213	DR084_RS01490	MHP168_RS03705
OG0000214	DR084_RS01495	MHP168_RS00700
OG0000215	DR084_RS01500	MHP168_RS00695
OG0000216	DR084_RS01505	MHP168_RS00690
OG0000217	DR084_RS01510	MHP168_RS00685
OG0000218	DR084_RS01520	MHP168_RS00675
OG0000219	DR084_RS01525	MHP168_RS00670
OG0000220	DR084_RS01530	MHP168_RS00665
OG0000221	DR084_RS01535	MHP168_RS00660
OG0000222	DR084_RS01540	MHP168_RS00655
OG0000223	DR084_RS01545	MHP168_RS00650
OG0000224	DR084_RS01555	MHP168_RS00640
OG0000225	DR084_RS01565	MHP168_RS00630
OG0000226	DR084_RS01570	MHP168_RS00625
OG0000227	DR084_RS01575	MHP168_RS00620
OG0000228	DR084_RS03705	MHP168_RS04100
OG0000229	DR084_RS01585	MHP168_RS00610
OG0000230	DR084_RS01590	MHP168_RS00605
OG0000231	DR084_RS01600	MHP168_RS00595
OG0000232	DR084_RS01610	MHP168_RS00585
OG0000233	DR084_RS01620	MHP168_RS01075
OG0000234	DR084_RS01650	MHP168_RS01110
OG0000235	DR084_RS01660	MHP168_RS01120
OG0000236	DR084_RS01665	MHP168_RS01125
OG0000237	DR084_RS01680	MHP168_RS01130
OG0000238	DR084_RS01685	MHP168_RS01140
OG0000239	DR084_RS01715	MHP168_RS02955
OG0000240	DR084_RS01720	MHP168_RS02960
OG0000241	DR084_RS01730	MHP168_RS02970
OG0000242	DR084_RS01735	MHP168_RS02975
OG0000243	DR084_RS01740	MHP168_RS02980
OG0000244	DR084_RS01750	MHP168_RS02990
OG0000245	DR084_RS01760	MHP168_RS03000
OG0000246	DR084_RS02385	MHP168_RS00115
OG0000247	DR084_RS02395	MHP168_RS00125
OG0000248	DR084_RS02420	MHP168_RS00135
OG0000249	DR084_RS02425	MHP168_RS00140
OG0000250	DR084_RS00015	MHP168_RS00155
OG0000251	DR084_RS00045	MHP168_RS00180
OG0000252	DR084_RS00055	MHP168_RS00190
OG0000253	DR084_RS00060	MHP168_RS00195
OG0000254	DR084_RS00070	MHP168_RS00205
OG0000255	DR084_RS00075	MHP168_RS00215
OG0000256	DR084_RS00080	MHP168_RS00220
OG0000257	DR084_RS00105	MHP168_RS00245
OG0000258	DR084_RS00115	MHP168_RS00255
OG0000259	DR084_RS00145	MHP168_RS00285
OG0000260	DR084_RS00155	MHP168_RS00295
OG0000261	DR084_RS03450	MHP168_RS00305
OG0000262	DR084_RS00180	MHP168_RS00320
OG0000263	DR084_RS00195	MHP168_RS00335
OG0000264	DR084_RS00210	MHP168_RS00350
OG0000265	DR084_RS00220	MHP168_RS00360
OG0000266	DR084_RS00235	MHP168_RS00375
OG0000267	DR084_RS00250	MHP168_RS00390
OG0000268	DR084_RS00255	MHP168_RS00395
OG0000269	DR084_RS00270	MHP168_RS00410
OG0000270	DR084_RS03610	MHP168_RS03460
OG0000271	DR084_RS02445	MHP168_RS03455
OG0000272	DR084_RS02440	MHP168_RS03450
OG0000273	DR084_RS02435	MHP168_RS03445
OG0000274	DR084_RS02555	MHP168_RS03425
OG0000275	DR084_RS03630	MHP168_RS03420
OG0000276	DR084_RS02565	MHP168_RS03415
OG0000277	DR084_RS03635	MHP168_RS03405
OG0000278	DR084_RS02580	MHP168_RS03400
OG0000279	DR084_RS02590	MHP168_RS03390
OG0000280	DR084_RS02595	MHP168_RS03385
OG0000281	DR084_RS02600	MHP168_RS03790
OG0000282	DR084_RS02625	MHP168_RS03360
OG0000283	DR084_RS02630	MHP168_RS03355
OG0000284	DR084_RS02635	MHP168_RS03350
OG0000285	DR084_RS03650	MHP168_RS03345
OG0000286	DR084_RS00900	MHP168_RS02425
OG0000287	DR084_RS00875	MHP168_RS02525
OG0000288	DR084_RS00865	MHP168_RS02535
OG0000289	DR084_RS00860	MHP168_RS02540
OG0000290	DR084_RS00750	MHP168_RS02650
OG0000291	DR084_RS00760	MHP168_RS02640
OG0000292	DR084_RS00765	MHP168_RS02635
OG0000293	DR084_RS00770	MHP168_RS02630
OG0000294	DR084_RS00780	MHP168_RS02620
OG0000295	DR084_RS00785	MHP168_RS02615
OG0000296	DR084_RS00825	MHP168_RS02575
OG0000297	DR084_RS00830	MHP168_RS02570
OG0000298	DR084_RS00010	MHP168_RS00150
OG0000299	DR084_RS00030	MHP168_RS03690
OG0000300	DR084_RS00205	MHP168_RS00345
OG0000301	DR084_RS00240	MHP168_RS00380
OG0000302	DR084_RS00245	MHP168_RS00385
OG0000303	DR084_RS00380	MHP168_RS00540
OG0000304	DR084_RS00415	MHP168_RS00580
OG0000305	DR084_RS00545	MHP168_RS02890
OG0000306	DR084_RS00625	MHP168_RS02810
OG0000307	DR084_RS00660	MHP168_RS02775
OG0000308	DR084_RS00740	MHP168_RS02675
OG0000309	DR084_RS00795	MHP168_RS02605
OG0000310	DR084_RS00870	MHP168_RS02530
OG0000311	DR084_RS00925	MHP168_RS02485
OG0000312	DR084_RS00945	MHP168_RS02470
OG0000313	DR084_RS00995	MHP168_RS01820
OG0000314	DR084_RS01065	MHP168_RS02030
OG0000315	DR084_RS01095	MHP168_RS02060
OG0000316	DR084_RS01105	MHP168_RS02070
OG0000317	DR084_RS02730	MHP168_RS02205
OG0000318	DR084_RS03680	MHP168_RS02075
OG0000319	DR084_RS01795	MHP168_RS02145
OG0000320	DR084_RS01860	MHP168_RS02360
OG0000321	DR084_RS01925	MHP168_RS01420
OG0000322	DR084_RS01970	MHP168_RS01465
OG0000323	DR084_RS02815	MHP168_RS01595
OG0000324	DR084_RS01200	MHP168_RS02270
OG0000325	DR084_RS01240	MHP168_RS00955
OG0000326	DR084_RS01335	MHP168_RS00865
OG0000327	DR084_RS01340	MHP168_RS00860
OG0000328	DR084_RS01425	MHP168_RS00775
OG0000329	DR084_RS01445	MHP168_RS00750
OG0000330	DR084_RS01630	MHP168_RS01085
OG0000331	DR084_RS01745	MHP168_RS02985
OG0000332	DR084_RS02110	MHP168_RS03095
OG0000333	DR084_RS02120	MHP168_RS03105
OG0000334	DR084_RS02185	MHP168_RS03205
OG0000335	DR084_RS03575	MHP168_RS03215
OG0000336	DR084_RS03645	MHP168_RS03375
OG0000337	DR084_RS02255	MHP168_RS03615
OG0000338	DR084_RS02295	MHP168_RS03655
OG0000339	DR084_RS01880	MHP168_RS02330
OG0000340	DR084_RS01905	MHP168_RS01395
OG0000341	DR084_RS01180	MHP168_RS02290
OG0000342	DR084_RS01270	MHP168_RS00925
OG0000343	DR084_RS02130	MHP168_RS03115
OG0000344	DR084_RS00395	MHP168_RS00555
OG0000345	DR084_RS01560	MHP168_RS00635
OG0000346	DR084_RS03640	MHP168_RS03380
OG0000347	DR084_RS01995	MHP168_RS01490
OG0000348	DR084_RS03525	MHP168_RS00855
OG0000349	DR084_RS02545	MHP168_RS03435
OG0000350	DR084_RS02995	MHP168_RS02765
OG0000351	DR084_RS00330	MHP168_RS00475
OG0000352	DR084_RS01045	MHP168_RS02005
OG0000353	DR084_RS01965	MHP168_RS01460
OG0000354	DR084_RS00445	MHP168_RS01015
OG0000355	DR084_RS03495	MHP168_RS01975
OG0000356	DR084_RS03500	MHP168_RS02065
OG0000357	DR084_RS03560	MHP168_RS03075
OG0000358	DR084_RS02095	MHP168_RS03080
OG0000359	DR084_RS03520	MHP168_RS00885
OG0000360	DR084_RS00110	MHP168_RS00250
OG0000361	DR084_RS00140	MHP168_RS00280
OG0000362	DR084_RS00850	MHP168_RS02550
OG0000363	DR084_RS02040	MHP168_RS01530
OG0000365	DR084_RS03695	MHP168_RS02260
OG0000366	DR084_RS02700	MHP168_RS02235
OG0000367	DR084_RS02710	MHP168_RS02225
OG0000368	DR084_RS02360	MHP168_RS00060
OG0000369	DR084_RS03595	MHP168_RS00025
OG0000370	DR084_RS02320	MHP168_RS00020
OG0000371	DR084_RS02315	MHP168_RS00015
OG0000372	DR084_RS02310	MHP168_RS00010
OG0000373	DR084_RS02285	MHP168_RS03645
OG0000374	DR084_RS02275	MHP168_RS03635
OG0000375	DR084_RS01790	MHP168_RS02150
OG0000376	DR084_RS01845	MHP168_RS02375
OG0000377	DR084_RS01855	MHP168_RS02365
OG0000378	DR084_RS01890	MHP168_RS01375
OG0000379	DR084_RS01960	MHP168_RS01455
OG0000380	DR084_RS01985	MHP168_RS01480
OG0000381	DR084_RS02025	MHP168_RS01520
OG0000382	DR084_RS02770	MHP168_RS01550
OG0000383	DR084_RS02810	MHP168_RS01590
OG0000384	DR084_RS00335	MHP168_RS00495
OG0000385	DR084_RS00340	MHP168_RS00500
OG0000386	DR084_RS00360	MHP168_RS00520
OG0000387	DR084_RS00385	MHP168_RS00545
OG0000388	DR084_RS03460	MHP168_RS00550
OG0000389	DR084_RS00425	MHP168_RS01035
OG0000390	DR084_RS00525	MHP168_RS02910
OG0000391	DR084_RS00535	MHP168_RS02900
OG0000392	DR084_RS00560	MHP168_RS02875
OG0000393	DR084_RS00615	MHP168_RS02815
OG0000394	DR084_RS00675	MHP168_RS02740
OG0000395	DR084_RS00680	MHP168_RS02735
OG0000396	DR084_RS00985	MHP168_RS02430
OG0000397	DR084_RS01030	MHP168_RS01990
OG0000398	DR084_RS01035	MHP168_RS01995
OG0000399	DR084_RS01080	MHP168_RS02045
OG0000400	DR084_RS02055	MHP168_RS03040
OG0000401	DR084_RS02115	MHP168_RS03100
OG0000402	DR084_RS02125	MHP168_RS03110
OG0000403	DR084_RS02135	MHP168_RS03120
OG0000404	DR084_RS03565	MHP168_RS03150
OG0000405	DR084_RS02170	MHP168_RS03165
OG0000406	DR084_RS02200	MHP168_RS03220
OG0000407	DR084_RS03580	MHP168_RS03225
OG0000408	DR084_RS02210	MHP168_RS03230
OG0000409	DR084_RS02215	MHP168_RS03235
OG0000410	DR084_RS02860	MHP168_RS03290
OG0000411	DR084_RS02870	MHP168_RS03280
OG0000412	DR084_RS02875	MHP168_RS03275
OG0000413	DR084_RS01130	MHP168_RS01605
OG0000414	DR084_RS01140	MHP168_RS01615
OG0000415	DR084_RS01145	MHP168_RS01620
OG0000416	DR084_RS01155	MHP168_RS01630
OG0000417	DR084_RS01185	MHP168_RS03990
OG0000418	DR084_RS01190	MHP168_RS02280
OG0000419	DR084_RS01250	MHP168_RS00945
OG0000420	DR084_RS01285	MHP168_RS00910
OG0000421	DR084_RS01320	MHP168_RS00880
OG0000422	DR084_RS01330	MHP168_RS00870
OG0000423	DR084_RS01385	MHP168_RS00815
OG0000424	DR084_RS01390	MHP168_RS00810
OG0000425	DR084_RS01400	MHP168_RS00800
OG0000426	DR084_RS03530	MHP168_RS00795
OG0000427	DR084_RS03535	MHP168_RS00770
OG0000428	DR084_RS01455	MHP168_RS00740
OG0000429	DR084_RS01550	MHP168_RS00645
OG0000430	DR084_RS01595	MHP168_RS00600
OG0000431	DR084_RS01605	MHP168_RS00590
OG0000432	DR084_RS01625	MHP168_RS01080
OG0000433	DR084_RS01635	MHP168_RS01095
OG0000434	DR084_RS01640	MHP168_RS01100
OG0000435	DR084_RS01655	MHP168_RS01115
OG0000436	DR084_RS01690	MHP168_RS01145
OG0000437	DR084_RS01700	MHP168_RS01155
OG0000438	DR084_RS03545	MHP168_RS01160
OG0000439	DR084_RS01710	MHP168_RS01165
OG0000440	DR084_RS01725	MHP168_RS02965
OG0000441	DR084_RS01765	MHP168_RS03010
OG0000442	DR084_RS02390	MHP168_RS00120
OG0000443	DR084_RS00025	MHP168_RS00165
OG0000444	DR084_RS00040	MHP168_RS00175
OG0000445	DR084_RS00065	MHP168_RS00200
OG0000446	DR084_RS00090	MHP168_RS00230
OG0000447	DR084_RS00095	MHP168_RS00235
OG0000448	DR084_RS00125	MHP168_RS00265
OG0000449	DR084_RS00150	MHP168_RS00290
OG0000450	DR084_RS00160	MHP168_RS00300
OG0000451	DR084_RS00200	MHP168_RS00340
OG0000452	DR084_RS00225	MHP168_RS00365
OG0000453	DR084_RS00260	MHP168_RS00400
OG0000455	DR084_RS03615	MHP168_RS03480
OG0000456	DR084_RS02620	MHP168_RS03365
OG0000457	DR084_RS02645	MHP168_RS03340
OG0000458	DR084_RS00880	MHP168_RS02520
OG0000459	DR084_RS00855	MHP168_RS02545
OG0000460	DR084_RS00845	MHP168_RS02555
OG0000461	DR084_RS00800	MHP168_RS02600
OG0000462	DR084_RS00805	MHP168_RS02595
OG0000463	DR084_RS00810	MHP168_RS02590
OG0000464	DR084_RS00815	MHP168_RS02585
OG0000465	DR084_RS00820	MHP168_RS02580
OG0000466	DR084_RS00230	MHP168_RS00370
OG0000467	DR084_RS03485	MHP168_RS02685
OG0000468	DR084_RS01075	MHP168_RS02040
OG0000469	DR084_RS02850	MHP168_RS02100
OG0000470	DR084_RS01380	MHP168_RS03855
OG0000471	DR084_RS01460	MHP168_RS00735
OG0000472	DR084_RS02670	MHP168_RS03300
OG0000473	DR084_RS02455	MHP168_RS03465
OG0000474	DR084_RS02460	MHP168_RS03470
OG0000475	DR084_RS02465	MHP168_RS03475
OG0000476	DR084_RS02500	MHP168_RS01640
OG0000477	DR084_RS00775	MHP168_RS02625
OG0000478	DR084_RS02570	MHP168_RS03410
OG0000479	DR084_RS01920	MHP168_RS01415
OG0000480	DR084_RS03020	MHP168_RS03890
OG0000481	DR084_RS01355	MHP168_RS00845
OG0000482	DR084_RS01215	MHP168_RS01285
OG0000483	DR084_RS02715	MHP168_RS02220
OG0000484	DR084_RS03445	MHP168_RS00170
OG0000485	DR084_RS01695	MHP168_RS01150
OG0000486	DR084_RS01165	MHP168_RS02305
OG0000487	DR084_RS03685	MHP168_RS02080
OG0000488	DR084_RS02685	MHP168_RS02250
OG0000489	DR084_RS02350	MHP168_RS00050
OG0000490	DR084_RS02290	MHP168_RS03650
OG0000491	DR084_RS01940	MHP168_RS01435
OG0000492	DR084_RS02015	MHP168_RS01510
OG0000493	DR084_RS00400	MHP168_RS00560
OG0000494	DR084_RS00450	MHP168_RS01010
OG0000495	DR084_RS00590	MHP168_RS02845
OG0000496	DR084_RS00600	MHP168_RS02835
OG0000497	DR084_RS00605	MHP168_RS02830
OG0000498	DR084_RS00670	MHP168_RS02745
OG0000499	DR084_RS00710	MHP168_RS02710
OG0000500	DR084_RS01040	MHP168_RS02000
OG0000501	DR084_RS02065	MHP168_RS03050
OG0000502	DR084_RS01225	MHP168_RS01275
OG0000503	DR084_RS01300	MHP168_RS00900
OG0000505	DR084_RS01470	MHP168_RS00720
OG0000506	DR084_RS01480	MHP168_RS00710
OG0000507	DR084_RS01515	MHP168_RS00680
OG0000508	DR084_RS00085	MHP168_RS00225
OG0000509	DR084_RS00120	MHP168_RS00260
OG0000510	DR084_RS00130	MHP168_RS00270
OG0000511	DR084_RS00265	MHP168_RS00405
OG0000512	DR084_RS00840	MHP168_RS02560
OG0000513	DR084_RS02585	MHP168_RS03395
OG0000514	DR084_RS00565	MHP168_RS02870
OG0000516	DR084_RS03415, DR084_RS03410	MHP168_RS02085
OG0000518	DR084_RS02105	MHP168_RS03090
OG0000519	DR084_RS01325	MHP168_RS00875
OG0000520	DR084_RS01450	MHP168_RS00745
OG0000521	DR084_RS00100	MHP168_RS00240
OG0000522	DR084_RS00135	MHP168_RS00275
OG0000523	DR084_RS02650	MHP168_RS03335
OG0000524	DR084_RS00735	MHP168_RS02680
OG0000525	DR084_RS03715	MHP168_RS03305
OG0000528	DR084_RS03690	MHP168_RS02090
OG0000529	DR084_RS01805	MHP168_RS02135
OG0000530	DR084_RS01870	MHP168_RS02345
OG0000531	DR084_RS01990	MHP168_RS01485
OG0000533	DR084_RS01615	MHP168_RS01060
OG0000534	DR084_RS00215	MHP168_RS00355
OG0000535	DR084_RS02345	MHP168_RS00045
OG0000536	DR084_RS02525	MHP168_RS03515
OG0000537	DR084_RS01265	MHP168_RS00930
OG0000538	DR084_RS01645	MHP168_RS01105
OG0000539	DR084_RS00050	MHP168_RS00185
OG0000540	DR084_RS00755	MHP168_RS02645
OG0000541	DR084_RS00695	MHP168_RS02725
OG0000542	DR084_RS00185	MHP168_RS00325
OG0000547	DR084_RS00515	MHP168_RS02920
OG0000548	DR084_RS00990	MHP168_RS01825
OG0000549	DR084_RS02675	MHP168_RS03295
OG0000550	DR084_RS02550	MHP168_RS03430
OG0000551	DR084_RS01755	MHP168_RS02995
OG0000555	DR084_RS03090	MHP168_RS02925
OG0000596	DR084_RS02410	MHP168_RS01680
OG0000598	DR084_RS02405	MHP168_RS01675
OG0000599	DR084_RS02400	MHP168_RS01670
OG0000602	DR084_RS02680	MHP168_RS02255
